,company,month,ai_sum,ai_in,ai_out,cloud_sum,cloud_in,cloud_out,datascience_sum,datascience_in,datascience_out,datastorage_sum,datastorage_in,datastorage_out,robots_sum,robots_in,robots_out,software_sum,software_in,software_out,name,ticker,exchange,country,sector,sedol,isin,cusip,orb_num,url,industry,naics_code,naics_description,cik,lei,agg_sml,agg_obs,agg_reorg,agg_rcog,agg_rman,agg_tele
273313,General Electric Company,2015-11,9671.972,391.91992,200.57004,23192.959,927.5319,626.7289,23004.06,939.66766,626.3496,28590.379,1039.5508,797.8951400000001,79870.1,3313.5452,1698.2178,35710.68,1476.7153,927.0278,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8101032000000004,3.661573,4.295124,0.19487189,0.007064595,0.40188172
275979,"Stanley Black & Decker, Inc.",2009-01,45.578438,0.2294243,1.4211994,1697.2284,84.24571,90.225494,413.13678,22.393398,30.134872,1303.1329,53.66896,73.414604,3016.8044,129.2016,134.94887,1043.8231,38.51098,60.641876,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8470423,3.6032038,4.2592607000000005,0.19677702,0.014840321,0.3422932
275980,"Stanley Black & Decker, Inc.",2017-09,113.50629,3.2612405,1.5819027,1346.8766,15.604619,18.533245,837.47504,16.640753,12.334786,1417.1462,32.12676,24.050789,3185.3733,62.39747,39.661354,1377.644,36.304302,18.517054,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8457584,3.6093476,4.263994,0.19622266,0.041784704,0.3515942
276854,"Stanley Black & Decker, Inc.",2009-05,45.851364,0.32407004,0.0037591506,1646.1852,25.820782,25.228933,396.33365,13.463126,3.7178106,1244.8763,27.489723,31.897755,2896.393,33.729828000000005,28.779547,981.5202,11.45089,21.230825,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8453968,3.601087,4.256597,0.20074026,0.015751129,0.34021798
276855,"Stanley Black & Decker, Inc.",2013-01,66.40230600000001,8.6770735,4.8924956,1432.2675,85.72603000000001,74.456604,464.60156,35.130676,23.05232,1203.6294,95.30686,68.822624,2914.5994,145.77818,166.04716000000002,1047.3499,60.444687,61.98364,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8468943,3.6069198,4.260710700000001,0.20925443,0.0207688639999999,0.34117705
282360,3M Co,2014-07,629.80786,20.038803,19.178238,3111.1624,60.455704,75.692566,3533.5186,124.42495,137.48328,4692.4443,100.62779,119.91749,15042.762,320.5733,252.98566,4130.7515,108.12836,136.65053,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.847681,3.6893477,4.335037000000001,0.13643275,-0.002284516,0.41390225
282361,3M Co,2019-08,759.38806,7.208943,25.518118,3065.7102,32.66928,39.977066,4254.0493,57.942814,125.66562,4859.764,62.389565000000005,76.65297,14978.701,121.36159,192.62181,4459.391,60.489048,117.440544,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8401887,3.6852546,4.328894999999999,0.1201345,-0.016615776,0.41881892
285017,Ingersoll-Rand PLC,2009-10,176.67825,0.41374823,6.706815700000001,1728.9089,19.672289000000003,24.892582,808.1476,10.5616,20.811022,2066.947,25.018604,26.9066,9345.236,101.3876,91.4585,2072.3108,16.078209,27.228062,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7638,3.5666263,4.184014299999999,0.13519844,0.04005561,0.3779172
285018,Ingersoll-Rand PLC,2013-10,260.30273,11.188957,7.113737,1797.6394,65.5164,34.00198,1153.0537,20.22748,23.640821,2241.5195,77.49384,38.479874,9532.586,146.90167,139.87395,2447.3457,56.275032,49.87839,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7598484,3.559614,4.178425,0.1319474,0.043981787,0.37571675
285167,3M Co,2019-04,754.045,22.888395000000003,13.687513,3093.4504,60.221313,47.879326,4236.6006,92.401375,75.474396,4894.4824,93.68694,90.661446,15006.375,194.98872,178.80771,4437.582,105.7487,64.154106,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8409069,3.6852148,4.329003299999999,0.1188124,-0.013648592,0.4174496
286792,SPX Corp,2018-10,35.22036,0.060697403,0.09762953,83.417854,3.966558,0.10478959,111.39096,1.5414146999999998,2.6193204,149.16863999999998,5.509517,4.4131675,1071.8608,2.7147477,10.763846,219.79836,5.564652,5.4274864,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7281957,3.5222964,4.1479955,0.15318431,0.1113731999999999,0.36327606
286793,SPX Corp,2019-10,13.8162365,0.03805582,0.102689765,86.17667,0.5900677,1.4758767,85.625404,1.4244915,1.793732,147.38647,0.5380408,1.5639013000000002,1037.4462,4.2122910000000005,3.881554,215.39311,0.2613427,1.5914506000000002,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7383943,3.5337145,4.1603330000000005,0.16037996,0.11033771,0.36569417
286794,SPX Corp,2020-12,15.219097,0.06369685,0.19661173,81.500046,0.19451238,0.71054614,79.39451,0.18331702,0.63165647,142.52045,0.33384478,1.3631998,1015.9388,2.1814582,5.926717,221.65363,0.48030227,1.2638215,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.73237,3.5263343000000003,4.155730200000001,0.15165249,0.099212885,0.37122446
288043,SPX Corp,2012-06,30.459532,4.818354599999999,1.3674158,205.67323,0.21754786,2.9902728,178.10188,7.3186135,9.517133,296.9624,3.8713841,14.049921,1477.5927,35.262287,35.02543,369.3098,4.4007697,15.074827,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7502208,3.5639234,4.1931863,0.14220859,0.0513186859999999,0.3842498
288044,SPX Corp,2013-02,22.286686,0.0028856024,0.002628384,161.67903,3.6523912,0.13282102,132.39853,4.557011,0.0125525985,226.0243,3.7593699,2.7380400000000003,1319.1707,15.803052,11.913168,278.9658,8.390789999999999,2.6987128,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7499266,3.561378,4.192291,0.13658318,0.06855961,0.37783632
288045,SPX Corp,2014-07,15.804543,0.0016066772,3.4388182,155.92517,4.342238,0.5990194999999999,144.04703999999998,6.3579807,5.792614,216.28743,6.2601337,3.5030432,1286.5374,20.306585,21.86929,287.58932000000004,11.309768,5.0830817,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.745988,3.5555887000000004,4.187488,0.14484017,0.0758998,0.3775095
288046,SPX Corp,2020-09,15.86673,0.18306538,0.13633935,81.98692,0.3240053,0.364554,80.68305,0.42367542,0.40507492,143.63678000000002,0.6614013000000001,1.8060567,1024.8041,5.6890173,7.438636,223.53952,0.8466148000000001,0.86235094,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7338765,3.5277326,4.1580143,0.15323322,0.098830275,0.37154564
288047,SPX Corp,2021-02,15.236631,0.08566124,0.19389765,82.0339,0.33590502,0.5253909000000001,79.13354,0.26664147,0.56059176,142.79665,0.570551,0.84479135,1013.03296,2.984746,5.705174400000001,222.30432,0.76994956,1.4031577,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7330344,3.5265331,4.156713,0.15163387,0.09896886,0.37196472
291736,Honeywell International Inc,2009-01,3604.918,136.06503,132.9071,12359.785,529.1889,584.0054299999999,4838.0034,254.51622000000003,231.51729,11183.719,509.02866,498.30417,39364.316,1326.7828,1422.5591,18051.285,654.07666,661.3499,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7559092,3.581758,4.216324299999999,0.114533626,-0.013418787,0.42994702
291737,Honeywell International Inc,2011-08,3850.6323,118.91459,126.386955,12565.629,266.47083,254.95883,5606.6140000000005,235.23013,244.23769,11867.067,272.09647,293.7749,41512.094,993.1661,845.3897,19482.09,515.8323,475.80667,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7608542000000003,3.590043,4.224899,0.11252295,-0.0202155189999999,0.43549144
291738,Honeywell International Inc,2016-01,4598.676,141.78603,146.5665,12178.415,416.7476,386.47543,8183.4985,371.6111,312.38162,12538.08,452.85977,429.10693,42559.043,1054.8398,1186.473,21315.756,642.9111,643.9832,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7624729,3.5955045,4.230333,0.11232155,-0.023152027,0.43598023
291739,Honeywell International Inc,2016-07,4567.678,95.347435,121.39021,11835.67,170.33599999999998,272.74152000000004,8402.293,300.37933,266.20554,12286.745,233.00676,291.40823,41936.47,613.6191,705.6414,21010.832,390.41327,437.5091,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7607932,3.5936193,4.22792,0.111363634,-0.02442927,0.4352333
291740,Honeywell International Inc,2016-10,4460.978,124.18832,112.56853,11639.151000000002,263.77216,266.5409,8017.674,221.68225,191.03958,12129.828,316.55118,307.75525,41088.42,643.4258,741.71704,20584.873,474.43503,424.93176,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7636380000000003,3.5976732000000005,4.232313,0.11129696,-0.02659766,0.43653166
293343,"Stanley Black & Decker, Inc.",2008-12,46.14101,2.9370542,0.7919974,1675.0259,26.75529,62.04322,412.1291,5.044682,21.385712,1318.3118,16.650564000000003,68.84774,2982.652,22.698662,95.04931,1046.7588,14.255325,41.446598,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8455257,3.6014068,4.256597,0.19631173,0.016675971,0.34198952
293344,"Stanley Black & Decker, Inc.",2011-10,47.336372,0.0047684065,0.0026487731,1524.3798,36.620823,31.236908000000003,404.2573,11.524246,5.1736917,1195.8954,36.775543,26.066334,2762.557,43.965466,39.93957,959.36633,16.299303,17.568722,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8453648,3.6032355,4.2570863,0.20534001,0.011732411,0.3391202
293345,"Stanley Black & Decker, Inc.",2014-07,73.29422,3.2463322,3.5896928,1326.8478,16.590668,21.953545,520.4985,26.460125,20.100351,1162.2821,28.795074,19.504683,2959.091,59.158016,41.245358,1100.9103,23.984026,11.633431,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8358834,3.5945933,4.2466626,0.20422038,0.03399045,0.34373307
293739,General Electric Company,2011-01,6370.4243,503.15338,290.59006,20324.598,1386.2585,1033.2705,13803.736,1480.0188,699.0804,24585.355,1735.7616,1242.2852,67325.39,4136.6914,2729.988,26138.967,1887.0215,1161.4009,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.818427,3.6732903,4.3062167,0.20819081,-0.0045418628,0.4089165999999999
293740,General Electric Company,2017-01,9773.112,432.97043,355.33392000000003,23529.54,1049.6763,928.1422,22867.453,1352.8353,1025.6937,28541.182,1308.8602,1150.1349,76570.22,2688.2976,2246.4182,36948.26,1778.3507,1287.9132,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8077776,3.662456,4.2920303,0.19456926,0.0005449134,0.40607187
296360,Danaher Corp,2019-02,1207.8893,22.967804,16.822210000000002,3912.9653,45.41975,65.97031,4313.898,66.17383000000001,79.97447,5109.231,70.746216,81.76611,13061.921,122.836464,202.06068,7702.3477,97.55185,127.476524,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8197522,3.64784,4.276633,0.2725585,0.039915737,0.37616357
296805,3M Co,2009-07,399.75723,4.37018,8.262865,2539.9668,34.593452,39.465126,2075.5637,40.08596,41.73247,3648.6716,50.75655,65.26374,12934.765,144.02612,135.30983999999998,2921.73,39.00346,35.425156,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8550336,3.6949742,4.342442,0.13740641,-0.0010226821,0.41464433
297372,General Electric Company,2020-04,7994.1133,106.84008,214.45651,18189.604,217.26854,474.4013,18573.53,254.235,655.3481,22590.842,309.96017,630.5846,64747.227,498.4345,1419.1809,31764.531000000003,416.52457,783.1460599999999,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8057332,3.6617434,4.288944,0.19569819,0.012690675,0.40451747
297373,General Electric Company,2021-02,7031.438,81.70081,116.43125,16001.299,167.63976,240.2949,16076.531,231.57657000000003,285.4524,19847.154,223.28893,306.05383,58177.117,535.46545,723.5688,27995.2,319.99704,424.0835,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8035321,3.6585782,4.285097599999999,0.19344734,0.011196611,0.40499613
297429,Illinois Tool Works Inc.,2018-05,81.360214,4.4438095,0.03958161,311.09482,6.5355525000000005,4.3613544,435.8225,16.591297,5.1933565,555.8916,8.222026,7.594870599999999,2976.8442,38.97723,31.646412,976.7466,16.863243,19.50604,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8302650000000003,3.6186275,4.2536883,0.19670497,0.13738406,0.36511365
298223,Danaher Corp,2009-01,674.2039,27.172665,33.892258,3587.876,192.55469,178.38266000000002,2166.0225,109.96051,111.9064,3863.2996,202.2634,178.46642,11954.088,490.3175700000001,598.09717,5867.1616,261.91678,325.8529,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.82038,3.6376555,4.2696342000000005,0.2632018,0.054631226,0.37115505
298224,Danaher Corp,2016-01,1019.7444,37.909073,42.138912,3595.6284,148.73958000000002,136.01439,3359.0142,171.9073,139.72984,4560.6704,177.70117,152.31815,12698.404,397.8489,369.3005,6881.5117,230.23889,219.40067,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8144333,3.6349056000000006,4.263052500000001,0.27627084,0.054363362,0.3675986
299302,Emerson Electric Co.,2013-12,1474.4668,35.30498,59.93775,5756.8296,99.42518,127.28845,3980.0562,81.76137,176.3354,6731.541,136.94522,188.88474,26164.615,310.8261,605.6595,9894.151,165.85783,260.62317,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7892997000000004,3.6094823,4.2454634,0.16350241,0.0804085,0.38779187
299303,Emerson Electric Co.,2016-10,1514.5352,25.932798,49.97367,4834.3745,75.524284,120.32226599999998,4413.0464,82.376724,140.07634,5864.07,103.535065,215.48322,23228.164,260.5841,461.5256,8897.757,138.84906,225.32613,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7936654,3.6139517,4.2513523,0.1615337,0.086605065,0.38435057
301902,Emerson Electric Co.,2016-01,1594.3976,73.958046,62.491177,5339.541,164.12315,194.51543,4698.313,250.89175,182.8041,6443.7456,213.86624,260.91556,25181.125,596.496,686.5155,9756.547,321.3549,347.7412,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7902758,3.610286,4.247338,0.15985465,0.083932705,0.38498127
303333,Honeywell International Inc,2013-11,4142.8936,91.19887,58.071285,11971.276000000002,147.87994,159.20511000000002,6559.095,153.82895,93.465256,11798.223,178.81372,156.39093,41899.684,564.3223,506.46274000000005,19841.61,299.7388,264.02066,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7611678,3.591971,4.22757,0.11223057,-0.019512573,0.43356356
303334,Honeywell International Inc,2015-01,4400.3193,202.81366,140.6576,12035.976,450.6099,383.72992,7437.1177,508.09283,271.40204,12061.643999999998,490.5141,443.97037,42464.598,1383.2463,1111.3706,20565.791,755.5602,567.2414,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7601400000000003,3.5914435,4.2262473,0.113069944,-0.0185222939999999,0.43352425
304443,Danaher Corp,2015-12,1013.1985,16.700994,31.363178,3550.1875,49.291435,103.29874,3339.026,66.42214,151.91898999999998,4515.0376,63.723618,132.06812,12616.1,146.3313,315.54434,6823.6245,94.00059,172.35164,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8137531000000005,3.6340506,4.2614975,0.2776924,0.055647794,0.36717725
304718,Honeywell International Inc,2011-03,3705.304,77.694115,46.82554,12488.79,279.63113,214.32712,5153.62,155.39915,101.79141,11654.791,334.07324,236.1745,40256.0,714.35925,552.50214,18859.314,453.19507,282.82147000000003,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7579634,3.5851529,4.219531,0.11366942,-0.018277189,0.43467358
305511,Danaher Corp,2008-04,654.1676,13.451679,14.408807,3447.7537,69.34044,50.70575,2008.3271,40.476322,31.480597,3719.8013,78.026634,56.407856,11511.409,206.96942,136.14767,5673.7344,92.750145,87.11663,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8166947,3.633153,4.263375,0.2616426,0.0512899999999999,0.37315464
305512,Danaher Corp,2011-01,758.3254,55.007973,36.051453,3841.6975,183.5998,207.0345,2505.8943,150.9501,126.72893,4410.5986,222.09564,221.14291,12621.913,526.2247,523.5488,6374.015,318.9761,249.77261,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.821167,3.6408284,4.271932,0.26739457,0.05339674,0.37197202
305513,Danaher Corp,2013-08,908.851,24.442133,42.42196,3799.3857,69.49835999999999,81.14735999999999,2916.9158,81.210236,118.911385,4423.8745,85.34069000000001,105.12388,12652.975,212.85776,293.04944,6760.1304,109.07766,178.75101999999998,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.816103,3.636831,4.266008,0.26885203,0.047555223,0.37215835
305514,Danaher Corp,2018-03,1150.9397,24.354273000000003,24.778534,3875.895,57.01921,77.12235,4120.8794,122.42455,124.763466,5005.7207,91.45017,105.39061,12829.475,168.11641,170.35745,7489.2607,127.53513,131.32329,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8238494,3.650599,4.280726400000001,0.2748741,0.04519139,0.37336895
305863,Emerson Electric Co.,2008-09,1406.1892,33.238304,13.236633,6015.6597,121.37698,97.4778,2981.5107,68.6598,47.32049,6491.916,142.70908,115.5168,25828.158,441.0297,331.9116,9371.57,188.03078,149.77196,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7920763,3.611516,4.247396,0.1668317,0.088447265,0.389996
305864,Emerson Electric Co.,2008-11,1406.8496,16.894705,15.667463,6063.755,106.42966,68.11174,2992.8990000000003,47.19511,37.303806,6558.835,114.96817,81.20263,25886.066000000003,302.75858,285.9188,9433.375,147.47325,111.95546000000002,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.791511,3.6111672,4.2464795,0.16710536,0.08741397,0.3902075
305865,Emerson Electric Co.,2010-07,1313.1456,30.469292,25.535004,5857.72,145.15416000000002,109.911644,2892.0876,92.35181,59.233715,6250.5503,156.6841,115.92039,24502.152,463.6022,323.8479,9086.222,232.93338,171.36523,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7921197,3.611618,4.2469954,0.16770384,0.08664024,0.3885921
305866,Emerson Electric Co.,2015-09,1627.3434,41.68998,60.98040400000001,5592.021,55.699467000000006,188.55049,4771.332,110.507935,178.08178999999998,6675.6484,88.88123,229.92421,25827.922,349.01306,640.64594,10017.673,127.52353,287.64276,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7911086,3.6119118,4.2493224000000005,0.16128652,0.08142324,0.38589343
305867,Emerson Electric Co.,2018-09,1334.3662,16.848259,40.82369,4251.965,47.29351,71.75216999999999,4023.6597,85.97131,115.8243,5152.8945,62.489697,106.65635,21254.807,205.32394,249.99283,8115.464,103.733925,140.87106,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7906306,3.6109772000000007,4.246029,0.16517508,0.0809033659999999,0.3858928
305868,Emerson Electric Co.,2020-11,1139.6588,18.993126,21.713108,3845.8442,45.268356,57.523506000000005,3561.8354,67.76590999999999,77.43528,4758.9126,57.404230000000005,72.95962,19985.545,185.36746,235.82855,7468.1777,87.98487,114.326096,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.791119,3.6135561,4.248471299999999,0.16795659,0.07474829,0.38806745
306824,Danaher Corp,2009-10,658.8810000000001,17.398754,14.54562,3504.0852,48.112465,49.399216,2134.1396,45.84176,26.753847,3850.0269,59.03767,54.504204,11607.347,140.17117,132.77771,5705.1846,67.59838,78.21907,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8217545,3.639195,4.271584,0.265544,0.055271555,0.37102893
306825,Danaher Corp,2012-11,839.96246,19.587833,9.246064,3787.2285,58.771503,48.72224,2666.0908,61.59441999999999,42.58662,4314.96,77.27550500000001,63.87087,12485.307,152.20981,178.70978,6626.386,113.21039,99.373955,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.816851,3.6371422,4.26632,0.2689291,0.050496053,0.37123698
306826,Danaher Corp,2017-10,1121.446,26.513142,19.179295,3855.5056,81.58631,44.06879,3964.5017,106.18694,59.052814,4942.772,91.10384,67.96068000000001,12774.861,204.65483,148.0965,7358.1743,132.52138,82.436584,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8224053,3.6481855,4.2774067,0.27638862,0.0463142659999999,0.3722400999999999
306827,Danaher Corp,2018-10,1194.006,36.683273,21.502333,3935.4739,71.10981,61.413486,4322.525,115.32202,104.91021,5110.5740000000005,116.259384,71.66149,13106.911,219.66702,156.35846999999998,7718.4004,154.9909,112.30498,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8211732000000005,3.6488428,4.277796,0.27310452,0.041134473,0.37481803
307168,SPX Corp,2019-11,13.743319,0.029772481,0.035438236,84.93307,0.2322795,0.13213333,84.09593000000001,0.2642573,0.12614387,146.16306,0.3404817,0.5827397,1040.1025,6.5379624000000005,2.4323585,218.00716,4.2055050000000005,0.20426719,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.737271,3.5333982,4.1591954,0.15871042,0.107266344,0.36762354
308619,SPX Corp,2019-03,16.384253,0.004861221,0.059718374,84.08383,0.4342189,0.074867606,86.29544,0.45104438,1.6990445,147.97581,3.902667,2.5779648,1050.8605,9.575262,12.441258,219.73907000000003,6.3917775,4.8284597,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.724848,3.5162582,4.1405845,0.15961964,0.11589847,0.36072147
308620,SPX Corp,2020-04,14.916988,0.08184787,0.08881686,80.99464,0.60650194,1.0142846,80.854996,0.5255717,0.79258454,143.30696,2.3390777000000003,2.0120018,1025.3772,9.017891,10.519154,222.01895,2.0546873,1.0359572,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7364879,3.5309536,4.1585007,0.15557626,0.102982216,0.36938986
309441,3M Co,2016-06,642.3997,26.40554,23.823421,3102.1194,76.52287,75.49351999999999,3831.3914,193.25226,125.84216,4691.8247,137.0975,119.65084,14669.457,267.5371,275.08432,4181.8013,136.23212,102.23938,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8399315,3.6810699,4.32541,0.13500684,-0.0025687409,0.41308784
309442,3M Co,2018-12,707.3085,11.377622,20.124136,3057.036,38.662693,48.21589,4181.443,53.97075699999999,100.67936,4879.761,50.598076,100.16649,14912.426,124.75593,222.3787,4335.651,43.178143,91.18585,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.84115,3.684877,4.328547,0.1208567,-0.01088271,0.41691205
309781,3M Co,2018-02,672.8691,16.678564,4.3809066,3002.1687,46.83014,32.89034,3994.8171,109.95898400000002,58.275402,4784.194,85.94532,70.47184,14698.199,178.34123,126.84338,4211.6990000000005,84.09622,59.13503000000001,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8408492,3.683498,4.327864599999999,0.12503403,-0.0087735909999999,0.41644165
310216,Ingersoll-Rand PLC,2013-07,271.92166000000003,4.981397599999999,5.0909233,1769.8381,50.223698,47.0621,1220.1913,60.826885,33.036087,2215.7395,54.338375,59.39778,9618.453,220.7234,118.25124,2474.181,59.311058,68.44554000000001,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7550592000000003,3.5538282,4.1714150000000005,0.13254979,0.041546945,0.37667036
310217,Ingersoll-Rand PLC,2015-06,292.68454,12.159543,9.564723,1936.95,57.013226,59.285454,1446.451,90.56043,58.788425,2490.6433,77.2459,76.01258,9856.888,219.72939,189.56514,2795.9048,83.42643000000001,84.97626,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7577918,3.558085,4.1763244,0.13213247,0.0414582,0.3763425999999999
310218,Ingersoll-Rand PLC,2017-10,311.4765,1.5771711000000002,3.587867,1844.7936,13.600741,22.115265,1559.5956,20.46185,28.844528000000004,2446.7495,15.373568,31.572918,9714.285,115.71837,110.72496,2883.676,29.703648,30.667831,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7620955,3.5654356,4.183456,0.13081425,0.046505958,0.3763595999999999
310788,General Electric Company,2014-02,8580.049,223.29118,163.29765,22076.059,513.0272,506.29337,20144.13,603.67084,451.5146,27418.12,674.2179,671.48224,77051.42,1442.8698,1321.4432,32275.229,778.34265,671.4534,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8159409,3.6666234,4.302312000000001,0.19865553,0.009990218,0.40220165
311474,SPX Corp,2012-05,25.643007,1.7316593,0.0018302080999999,208.5352,0.011922951,3.0795162,172.81557,7.44515,2.0323052,301.75592,4.525182,8.664904,1458.3601,27.210129,16.029770000000003,367.53558,4.429878700000001,2.6265442,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7497654,3.5629694,4.192159999999999,0.1429295,0.053239994,0.38405964
311475,SPX Corp,2016-07,18.366442000000003,1.2801572,0.004939014,100.824646,1.5320543,4.374688,105.68633,7.2989454,4.1510067,165.24765,5.269037,5.5236998,1067.1594,8.270702,20.325857,224.04819,6.5487866,6.075659,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.740286,3.5417526,4.1707745,0.1560078,0.095856935,0.36507994
